,userId,user_vector,avg_rating,num_movies_rated
24,25,"[4.7        4.5        4.5        4.5        5.         0.
 4.95833333 4.84615385 5.         4.875      0.         4.75
 4.83333333 5.         0.         0.         5.         0.
 0.         0.        ]",4.833333333333333,21
25,26,"[2.6        0.         3.         3.         0.         3.
 3.14285714 2.85714286 3.5        3.36363636 4.         4.
 2.         3.         0.         0.         3.         0.
 0.         0.        ]",3.176470588235294,17
26,27,"[3.65957447 3.41176471 3.35135135 3.52631579 3.55555556 4.13043478
 3.825      3.63888889 3.4        3.27272727 1.5        4.5
 3.26315789 3.71428571 3.92307692 0.         4.         3.88888889
 4.         0.        ]",3.611111111111111,108
27,28,"[3.16831683 3.375      3.33333333 2.89240506 3.22       2.88235294
 2.99640288 3.07055215 2.98706897 2.92331288 2.91176471 2.88297872
 3.15566038 3.34210526 3.5        2.5        3.83333333 3.30555556
 3.1        0.        ]",3.0241228070175437,456
28,29,"[4.13333333 3.5        4.25       3.59090909 3.66666667 4.4
 4.16666667 4.05769231 4.         4.         4.25       4.41666667
 4.04166667 4.34375    3.16666667 0.         4.125      4.5
 5.         0.        ]",4.115384615384615,65
29,30,"[4.8        4.66666667 4.5        4.75       4.66666667 5.
 5.         4.68181818 4.83333333 4.16666667 3.         5.
 4.61538462 5.         0.         0.         5.         0.
 0.         0.        ]",4.7407407407407405,27
30,31,"[4.         3.66666667 4.         3.95       3.71428571 4.
 3.9        4.23076923 2.5        4.33333333 3.5        5.
 3.77777778 5.         4.66666667 5.         0.         0.
 0.         0.        ]",3.975,40
31,32,"[3.66666667 3.         3.5        3.75       3.63636364 3.80952381
 4.02941176 3.58333333 4.         3.62962963 3.33333333 3.71428571
 3.36363636 3.5        4.         4.         0.         3.
 0.         0.        ]",3.7804878048780486,82
32,33,"[4.         4.         4.         3.93333333 3.6        3.87234043
 3.85416667 4.         3.84210526 3.68181818 4.         3.57142857
 4.2        4.14285714 4.2        0.         3.         4.
 5.         0.        ]",3.848,125
33,34,"[3.57142857 3.5        2.75       3.27419355 3.125      3.15625
 3.30952381 3.69047619 3.75       3.64285714 3.5        3.
 3.2        2.16666667 0.         2.         2.25       4.
 0.         0.        ]",3.3840579710144927,69
34,35,"[4.2        3.         4.         3.88888889 4.         3.5
 4.33333333 3.66666667 4.5        4.5        0.         0.
 3.         2.         3.         0.         4.         3.5
 0.         0.        ]",4.0,18
35,36,"[2.55555556 0.         1.83333333 2.39473684 2.         2.27777778
 2.33333333 2.56666667 2.63333333 2.90909091 3.         3.07142857
 2.3        2.625      1.5        0.         0.         2.
 3.25       0.        ]",2.5625,48
36,37,"[3.2        3.         3.5        3.83333333 3.5        3.
 4.         3.5        4.         4.         5.         0.
 4.         4.         3.5        0.         5.         0.
 0.         0.        ]",4.0,17
37,38,"[3.16666667 3.         3.         3.20689655 3.         3.13636364
 3.33333333 3.2        3.33333333 3.46666667 2.         4.33333333
 2.66666667 4.16666667 3.         5.         3.         3.
 0.         0.        ]",3.2903225806451615,62
38,39,"[3.92       3.47368421 3.29411765 4.         3.92307692 3.66666667
 4.14285714 4.2173913  4.47368421 4.19047619 4.6        3.57142857
 4.         4.         3.15384615 0.         4.         4.
 3.5        0.        ]",4.0875,80
39,40,"[3.38095238 3.6        3.76923077 3.75       3.77777778 3.73684211
 4.23809524 3.47058824 4.         3.92307692 2.66666667 5.
 3.         4.         3.4        0.         4.33333333 4.
 0.         0.        ]",3.841463414634146,82
40,41,"[2.51724138 3.41666667 2.83333333 3.37681159 2.6875     3.32352941
 3.37735849 2.45454545 3.41860465 3.18604651 2.95833333 3.26923077
 2.39473684 2.72727273 3.         1.         1.7        4.
 4.25       0.        ]",3.1982758620689653,174
41,42,"[3.42592593 4.         3.33333333 3.47904192 3.75       3.64935065
 3.83453237 3.3814433  3.73770492 3.56842105 3.13333333 3.91304348
 3.09090909 3.8125     3.83333333 4.5        4.5        4.
 3.5        0.        ]",3.5823863636363638,352
42,43,"[4.65217391 5.         4.92307692 4.51515152 4.92857143 4.5
 4.47222222 4.26086957 4.38461538 4.33333333 4.6        4.5
 4.63636364 4.         5.         0.         5.         4.
 0.         0.        ]",4.538461538461538,91
43,44,"[3.5        2.75       2.33333333 3.26315789 2.33333333 3.14285714
 3.125      3.5        4.         3.16666667 2.         0.
 3.125      0.         3.         0.         0.         0.
 0.         0.        ]",3.289473684210526,38
44,45,"[4.1        4.5        3.8255814  3.67582418 3.76315789 3.8559322
 4.         4.03125    4.23684211 4.0234375  4.11538462 4.125
 3.72321429 4.38461538 4.36842105 4.         4.91666667 4.
 0.         0.        ]",3.8699059561128526,319
45,46,"[4.16666667 5.         5.         4.         4.66666667 4.4
 4.         3.93333333 4.         3.92857143 4.5        4.33333333
 4.25       5.         5.         0.         5.         4.
 0.         0.        ]",4.0,34
46,47,"[2.9375     0.         3.         2.48148148 2.625      2.89583333
 3.25581395 2.8125     3.32352941 2.91666667 2.         2.57142857
 2.85       3.5        3.16666667 3.33333333 2.9        3.5
 0.         0.        ]",3.0848214285714284,112
47,48,"[4.16666667 4.5        4.5        4.42857143 4.5        4.
 4.         4.14705882 0.         4.13636364 4.5        4.5
 4.15625    0.         4.5        0.         4.25       0.
 0.         0.        ]",4.173076923076923,26
48,49,"[4.16666667 4.         4.125      4.         0.         4.
 4.35       4.33333333 4.25       4.33333333 0.         4.5
 4.41666667 4.25       0.         0.         4.33333333 0.
 0.         0.        ]",4.294117647058823,17
49,50,"[2.36507937 2.55813953 2.28571429 2.57575758 2.81578947 2.96
 3.01010101 2.36923077 2.9        2.75       2.72727273 3.26666667
 2.475      3.4375     2.65384615 3.16666667 2.06818182 3.5
 3.5        2.75      ]",2.743951612903226,248
50,51,"[3.58333333 2.68181818 2.86363636 3.75       3.96666667 3.95614035
 4.0990099  3.41891892 3.6025641  3.43478261 3.90789474 3.52631579
 3.73529412 4.16666667 3.55       5.         3.25       3.375
 4.25       0.        ]",3.7334494773519165,287
51,52,"[4.60606061 4.42307692 4.41666667 4.33333333 4.5        4.43333333
 4.41509434 4.55263158 4.55172414 4.58536585 4.125      4.63636364
 4.54347826 4.42857143 4.66666667 4.5        4.5        4.
 0.         0.        ]",4.471153846153846,104
52,53,[5. 0. 0. 5. 0. 5. 5. 5. 5. 5. 5. 0. 5. 5. 5. 0. 0. 0. 0. 0.],5.0,16
53,54,"[3.         3.         3.         2.875      3.         3.
 3.08333333 2.85714286 3.14285714 3.         4.         3.
 3.         3.         3.         0.         3.         3.
 0.         0.        ]",3.0384615384615383,26
54,55,"[2.16666667 0.5        1.25       2.5        1.25       0.5
 3.         3.0625     4.25       3.9375     0.         3.5
 1.33333333 4.         0.5        0.         0.         0.
 0.         0.        ]",2.825,20
55,56,"[4.         5.         4.         4.08333333 3.33333333 4.33333333
 3.92857143 3.61111111 3.5        3.83333333 3.66666667 5.
 3.57142857 4.5        5.         0.         5.         0.
 0.         0.        ]",3.864864864864865,37
56,57,"[3.31531532 3.71428571 3.4        3.39884393 3.46511628 3.38356164
 3.47692308 3.15972222 3.36842105 3.1047619  2.63636364 3.72413793
 3.11842105 4.25       3.72727273 0.         3.         3.66666667
 4.22222222 0.        ]",3.3490813648293964,381
57,58,"[3.66666667 4.6        4.28571429 3.75       3.77777778 4.08
 4.         3.55555556 3.46153846 3.91304348 2.33333333 4.25
 3.625      4.2        4.6        0.         4.33333333 3.33333333
 0.         0.        ]",3.8444444444444446,90
58,59,"[3.5625     2.         3.         3.85       2.4        4.63157895
 4.66666667 3.88461538 4.14285714 4.38709677 5.         4.5
 3.7        4.65       0.         4.5        5.         0.
 4.75       0.        ]",4.337209302325581,86
59,60,"[3.25       4.         3.33333333 3.         3.         3.33333333
 4.         4.         4.         3.4        0.         3.5
 0.         4.         4.         0.         5.         0.
 0.         0.        ]",3.7222222222222223,18
60,61,"[3.875      0.         0.         3.5        4.16666667 3.125
 4.2        3.8        4.2        4.15384615 4.         4.375
 3.72222222 4.         0.         0.         0.         3.875
 0.         0.        ]",4.032258064516129,31
61,62,"[3.96698113 3.6        3.76315789 3.88157895 3.93518519 3.76315789
 4.29017857 3.98529412 4.42553191 4.17032967 4.02631579 4.27777778
 4.03723404 4.14705882 3.3        0.         4.02631579 4.75
 4.5        4.5       ]",4.093856655290103,293
62,63,"[3.5        4.22222222 3.76086957 3.6978022  3.53333333 3.64285714
 3.68666667 3.65882353 3.84444444 3.53571429 2.94444444 3.94444444
 3.46808511 3.72222222 4.33333333 4.25       3.64705882 4.
 4.4        0.        ]",3.6474654377880182,217
63,64,"[3.71590909 3.83333333 3.80681818 3.66764706 3.83050847 3.67283951
 3.91489362 3.66666667 3.8961039  3.64285714 3.69767442 3.64130435
 3.45652174 4.275      3.70454545 4.         3.66666667 3.66666667
 4.         0.        ]",3.7620772946859904,414
64,65,"[3.91666667 0.         0.         3.7        3.625      3.66666667
 4.11904762 4.         4.25       4.14285714 0.         4.2
 4.08333333 4.         0.         0.         4.25       0.
 0.         0.        ]",4.018518518518518,27
65,66,"[3.85849057 4.23076923 4.         3.89495798 4.11290323 4.27
 4.20661157 3.79518072 4.09574468 4.00819672 3.97222222 4.41666667
 3.73684211 4.5        4.4        0.         5.         4.625
 4.83333333 0.        ]",4.021739130434782,276
66,67,"[3.4        4.         4.         4.30769231 2.8        3.5
 4.1        4.05263158 4.33333333 4.22222222 0.         3.5
 4.08333333 4.25       0.         0.         4.         4.
 0.         0.        ]",3.9655172413793105,29
67,68,"[3.39777778 3.35344828 3.1        3.13680387 3.30373832 3.31136364
 3.19326683 3.31957187 3.22580645 3.20848708 2.83139535 3.13846154
 3.14619883 3.33333333 3.01111111 3.72       3.91111111 3.25
 3.83333333 0.        ]",3.204861111111111,1008
68,69,"[4.42857143 0.         0.         4.625      5.         4.25
 4.29411765 4.53846154 4.4        4.09090909 3.6        4.5
 4.38461538 4.         0.         0.         0.         5.
 4.         0.        ]",4.324324324324325,37
69,70,"[4.5        4.         4.625      4.10714286 4.625      4.45454545
 4.46341463 3.75       4.7        3.         4.5        4.
 4.3        4.3        0.         4.5        0.         4.
 0.         0.        ]",4.35,50
70,71,"[4.         5.         3.8        3.57142857 4.         4.4
 3.71428571 4.         3.66666667 4.         0.         3.5
 3.5        4.         3.         0.         0.         0.
 0.         0.        ]",3.8214285714285716,28
71,72,"[4.         0.         0.         3.75       0.         4.125
 4.15625    4.08333333 4.5        4.25       4.33333333 4.33333333
 4.         4.375      0.         0.         4.25       0.
 0.         0.        ]",4.111111111111111,36
72,73,"[3.96153846 3.38235294 3.33333333 3.49484536 3.76190476 3.33333333
 3.80357143 4.14545455 4.06521739 4.16666667 3.8        4.35
 4.03225806 4.66666667 3.         0.         4.11904762 0.
 0.         0.        ]",3.7142857142857144,168
73,74,"[4.22222222 0.         0.         4.35714286 4.83333333 4.23809524
 4.2983871  4.16666667 4.31666667 4.21052632 3.7        4.25
 3.75       4.25       4.         5.         0.         4.1
 4.75       0.        ]",4.288732394366197,142
74,75,"[3.33333333 4.25       4.25       4.25       3.42857143 3.15
 2.86111111 3.         3.15       3.26190476 3.5        3.16666667
 2.92857143 2.375      4.33333333 0.         4.5        4.
 0.         0.        ]",3.209090909090909,55
75,76,"[2.52083333 0.58333333 0.83333333 2.65517241 2.04545455 1.8125
 3.2195122  3.16071429 3.53571429 3.5483871  4.04545455 3.65384615
 3.30555556 3.14285714 1.         3.5        3.2        3.125
 0.         0.        ]",3.142105263157895,95
76,77,"[4.92307692 5.         5.         4.5        4.8        3.5
 3.14285714 4.43333333 2.5        3.         0.         2.
 4.11111111 0.         0.         0.         4.66666667 0.
 0.         0.        ]",4.043478260869565,23
77,78,"[3.15       2.25       3.5        3.375      3.5        3.4
 2.72727273 3.38888889 3.27272727 2.97619048 2.83333333 2.33333333
 3.         3.         0.         0.         4.         2.
 0.         0.        ]",3.193877551020408,49
78,79,"[4.42857143 0.         0.         4.07692308 3.66666667 4.
 3.82352941 4.22580645 4.4        4.3        4.         4.5
 4.3        3.33333333 4.66666667 4.4        0.         0.
 5.         0.        ]",4.176470588235294,51
79,80,"[4.2037037  4.         4.         3.8        4.31818182 4.375
 4.29090909 4.37301587 4.46969697 4.30208333 4.08571429 4.4375
 4.17045455 4.         0.         0.         4.22727273 0.
 4.         0.        ]",4.268656716417911,134
80,81,"[2.55555556 2.         2.         1.875      1.         2.33333333
 2.83333333 2.88888889 2.6        3.1        0.         4.
 4.4        2.5        2.         0.         2.         0.
 0.         0.        ]",2.8095238095238093,21
81,82,"[3.42063492 2.88888889 2.5        3.49444444 3.3        3.375
 3.35135135 3.56382979 3.5        3.28181818 3.36363636 3.15384615
 3.5        3.875      3.08333333 3.         3.25       3.71428571
 1.         0.        ]",3.3846153846153846,182
82,83,"[3.12962963 3.5        3.42857143 2.73529412 3.30769231 3.58823529
 3.49152542 2.94117647 3.91666667 3.25       2.5625     3.25
 3.19047619 3.28947368 4.125      2.         3.7        0.5
 0.         0.        ]",3.265957446808511,94
83,84,"[3.57894737 3.         3.16666667 3.51086957 3.45454545 3.71621622
 3.89473684 3.60714286 3.79166667 3.62162162 3.66666667 4.08333333
 3.45454545 4.33333333 3.73333333 3.75       5.         4.
 3.5        0.        ]",3.7094017094017095,234
84,85,"[5.         0.         5.         3.8        5.         3.5
 3.79166667 0.         2.         0.         0.         3.66666667
 3.         4.5        0.         0.         0.         0.
 0.         0.        ]",3.740740740740741,27
85,86,"[3.875      4.11111111 4.125      4.         3.89285714 3.9
 3.97619048 3.78846154 4.07142857 3.90625    4.         4.25
 3.92857143 3.2        4.         0.         3.75       4.
 0.         0.        ]",3.919642857142857,56
86,87,"[4.125  5.     4.     4.1875 4.3    4.25   3.9375 3.5    0.     3.5
 3.5    0.     3.9    0.     4.     0.     0.     0.     0.     0.    ]",4.088235294117647,17
87,88,"[4.5        0.         0.5        3.16666667 4.5        3.5
 4.2037037  4.125      4.53571429 4.21875    4.16666667 4.22222222
 3.66666667 4.25       0.         0.         4.66666667 4.
 0.         0.        ]",3.966666666666667,45
88,89,"[3.45522388 4.08823529 3.93243243 3.46223958 3.4673913  3.05113636
 3.40123457 3.29545455 3.1        3.46428571 4.24       3.69230769
 3.31818182 4.25       2.92307692 4.5        4.         4.5
 0.         3.        ]",3.463768115942029,414
89,90,"[4.         3.         3.5        3.94117647 3.5        4.21428571
 4.14814815 4.5        4.         4.         4.         4.
 4.33333333 4.         4.         4.         0.         0.
 0.         0.        ]",4.0,43
90,91,"[3.62385321 3.96296296 3.26923077 3.09177215 3.92592593 3.01724138
 3.32121212 3.59876543 3.53164557 3.66451613 3.82       3.77631579
 3.665      3.38235294 3.05882353 3.33333333 3.83333333 3.5
 3.5        0.        ]",3.385869565217391,460
91,92,"[3.875  3.75   3.75   4.     4.5    4.5    3.9375 3.5    3.     3.5
 3.75   0.     3.5    4.25   5.     0.     4.5    0.     0.     0.    ]",3.8947368421052633,19
92,93,"[4.2        3.5        4.         4.10714286 4.35714286 4.33333333
 4.47619048 4.31428571 4.375      4.4        4.5        4.5
 4.41176471 5.         4.         0.         5.         4.
 0.         0.        ]",4.282051282051282,78
93,94,"[3.14285714 4.         3.75       2.76470588 2.33333333 2.
 3.47058824 3.         3.18181818 3.05882353 3.         2.5
 3.33333333 3.75       4.         0.         4.         3.5
 0.         0.        ]",3.022222222222222,45
94,95,"[4.32857143 4.625      4.2        3.87777778 4.3        4.21428571
 4.23214286 4.24444444 4.10344828 4.13888889 3.8        4.27272727
 4.36046512 4.         3.66666667 4.5        4.16666667 0.
 4.         0.        ]",4.100746268656716,134
95,96,"[3.86363636 5.         4.         4.05882353 4.         3.66666667
 3.84       3.86666667 4.4        3.8        3.5        4.4
 3.92857143 4.         4.         0.         5.         4.
 5.         0.        ]",3.8870967741935485,62
96,97,"[4.25       4.5        4.33333333 4.42857143 5.         4.4
 4.         4.15789474 4.75       4.55555556 5.         0.
 4.33333333 4.         0.         0.         4.         0.
 0.         0.        ]",4.241379310344827,29
97,98,"[3.63793103 4.         4.         3.98214286 3.39285714 3.59090909
 3.93103448 3.66666667 4.5        4.10714286 4.27272727 4.75
 3.85       4.66666667 3.66666667 0.         3.5        0.
 0.         0.        ]",3.9864864864864864,74
98,99,"[4.         5.         5.         3.9        0.         4.71428571
 4.4        3.6        4.08333333 4.0625     4.         3.66666667
 3.         4.         5.         0.         5.         4.
 0.         0.        ]",3.880952380952381,42
99,100,"[4.11538462 3.5        4.         3.95238095 4.         4.09677419
 4.02419355 4.075      4.1        3.6875     2.5        3.7
 4.         4.1        4.08333333 0.         4.5        4.3
 0.         0.        ]",3.9745762711864407,118
100,101,"[3.66666667 4.         4.         3.36842105 3.66666667 3.
 4.05       3.54545455 4.         3.7        3.75       4.
 4.         0.         4.         0.         4.         0.
 0.         0.        ]",3.6122448979591835,49
101,102,"[3.18181818 4.         4.         3.66666667 0.         3.36363636
 3.6        3.22222222 3.36363636 3.42105263 4.         3.66666667
 2.83333333 4.         4.         0.         3.5        3.4
 0.         0.        ]",3.4444444444444446,45
102,103,"[3.52717391 3.75       3.65942029 3.84       3.6509434  3.8902439
 4.20774648 3.60869565 4.375      4.03773585 3.41666667 3.75
 3.4        4.1        3.91304348 3.5        3.11904762 4.42857143
 4.75       0.        ]",3.933774834437086,302
103,104,"[3.54545455 3.86111111 3.73958333 3.54195804 3.7        3.77142857
 3.50877193 3.12222222 3.42857143 3.34782609 2.375      3.92857143
 3.27083333 3.         3.74193548 0.         3.81818182 2.83333333
 4.5        0.        ]",3.4908256880733943,218
104,105,"[3.93965517 4.23404255 4.06       4.00529101 3.95454545 4.02083333
 4.1520979  3.86861314 4.18316832 4.05416667 4.07692308 4.24038462
 3.96103896 4.10810811 3.875      4.44117647 3.88461538 4.
 4.25       5.        ]",4.102076124567474,578
105,106,"[4.55       5.         4.5        4.9        4.59375    5.
 4.75       4.36666667 5.         3.875      3.5        5.
 3.875      0.         0.         0.         4.72222222 0.
 0.         0.        ]",4.5576923076923075,26
106,107,"[3.7        4.         4.5        3.7        4.33333333 4.25
 4.30769231 3.55555556 3.71428571 3.5        4.         4.
 3.33333333 4.5        0.         0.         5.         4.
 0.         0.        ]",3.925925925925926,27
107,108,"[4.11111111 3.5        4.         4.04761905 3.         3.93103448
 4.15789474 3.77777778 4.5        4.         2.         4.75
 4.41666667 3.5        5.         0.         3.         5.
 0.         0.        ]",3.9836065573770494,61
108,109,"[2.84615385 3.         3.         3.05128205 2.85714286 3.26315789
 3.4        3.18181818 3.68421053 3.36666667 3.25       3.4
 2.88888889 3.5        3.25       3.         3.         3.33333333
 3.         0.        ]",3.2450980392156863,102
109,110,"[3.5        0.         2.         3.78125    0.         4.1
 3.95454545 3.18181818 3.95833333 3.58333333 2.25       3.83333333
 2.7        3.875      0.         5.         0.         0.
 0.         0.        ]",3.7195121951219514,41
110,111,"[3.27011494 3.05434783 3.17647059 3.43699732 3.15789474 3.24719101
 3.3440367  3.49528302 3.64285714 2.89102564 1.953125   2.83333333
 3.07317073 4.25       3.21052632 4.25       2.91304348 3.66666667
 0.         3.5       ]",3.3481624758220505,517
111,112,"[3.86666667 3.33333333 2.66666667 2.57692308 3.5        2.
 3.35294118 4.14285714 3.81818182 3.76470588 4.         4.5
 4.28571429 3.625      3.5        0.         4.83333333 0.
 0.         0.        ]",3.4903846153846154,52
112,113,"[4.4        4.         4.28571429 3.55769231 3.5        3.77777778
 3.73972603 2.5        3.69230769 3.38461538 3.5        3.4375
 3.33333333 4.5        4.         0.         0.         0.
 4.5        0.        ]",3.6083333333333334,120
113,114,"[3.18421053 3.1        3.25       3.44444444 3.29166667 3.
 3.6        3.05       3.5        3.16666667 4.         2.25
 3.         0.         3.5        0.         2.9375     0.
 0.         0.        ]",3.34,25
114,115,"[3.93333333 3.91666667 3.92307692 3.6744186  3.25       3.
 3.76190476 3.90322581 4.         3.95454545 3.69230769 4.14285714
 4.07692308 3.8        4.         0.         4.         4.23076923
 4.         0.        ]",3.8,90
115,116,"[3.2        3.25       3.         3.34482759 2.91666667 3.42857143
 3.18965517 3.675      3.3        3.46666667 2.92857143 3.75
 3.5625     3.14285714 3.83333333 0.         1.         4.5
 0.         0.        ]",3.3642857142857143,70
116,117,"[3.13793103 3.72727273 3.5        3.375      3.33333333 3.44827586
 3.51851852 3.13157895 3.35       3.25       3.8        3.2
 3.2        4.4        3.8        0.         4.         3.75
 0.         0.        ]",3.3636363636363638,132
117,118,"[3.         0.         0.         3.5        0.         0.
 4.16666667 3.33333333 3.88888889 3.83333333 3.         3.5
 0.         4.         0.         0.         0.         4.
 0.         0.        ]",3.888888888888889,18
118,119,"[4.1637931  4.08928571 4.08333333 4.01785714 4.01923077 4.32142857
 4.30136986 4.14102564 4.26315789 4.1875     4.         4.375
 3.96875    4.41666667 5.         4.         4.25       3.83333333
 4.         0.        ]",4.174418604651163,172
119,120,"[3.57142857 3.         2.5        3.         2.5        3.
 3.66666667 3.57142857 5.         3.33333333 3.         3.
 3.75       0.         2.5        0.         0.         0.
 0.         0.        ]",3.388888888888889,18
120,121,"[3.         3.5        3.5        3.3125     2.5        3.38461538
 3.42105263 3.23076923 4.14285714 3.3125     3.         3.
 3.         3.4        3.         3.         3.         3.25
 0.         0.        ]",3.282608695652174,46
121,122,"[4.37681159 4.575      4.55555556 4.52525253 4.4375     4.45238095
 4.63855422 4.34567901 4.61363636 4.46376812 4.46666667 4.625
 4.46969697 4.55555556 4.875      4.5        4.20588235 4.25
 5.         0.        ]",4.519230769230769,234
122,123,"[3.85       4.         4.25       3.875      3.875      4.
 4.05172414 3.925      4.03571429 4.06       4.         4.16666667
 4.03846154 4.16666667 0.         0.         4.25       4.5
 0.         0.        ]",4.044444444444444,45
123,124,"[4.125      4.3        4.2        3.94117647 3.75       4.33333333
 4.41666667 3.92857143 4.375      3.5625     2.33333333 3.5
 3.625      5.         0.         0.         0.         0.
 0.         0.        ]",3.975,40
124,125,"[3.58064516 3.95454545 3.625      3.8875     3.83783784 3.87777778
 3.93650794 3.71348315 3.80434783 3.78472222 3.75       4.1
 3.75694444 3.65       3.9        0.         3.63888889 3.875
 3.5        4.5       ]",3.828125,288
125,126,"[3.27272727 5.         3.33333333 3.22222222 3.5        4.
 3.75       3.14285714 3.375      3.46153846 3.         5.
 2.66666667 3.5        5.         0.         4.5        4.
 0.         0.        ]",3.2333333333333334,30
